id_municipio,cnae_divisao,S_xi
2927408,32,4.1409974632595164e-4
2927408,33,0.001093772948192725
2927408,35,0.002621865627216435
2927408,36,0.005152305047597633
2927408,37,1.2296810984476836e-4
2927408,38,0.0055029178752258184
2927408,39,1.5194220118666859e-5
2927408,41,0.03601705886539802
2927408,42,0.01890909698916517
2927408,43,0.010835281645578069
2927408,45,0.016649962728287945
2927408,46,0.025549062565615087
2927408,47,0.11887831017562064
2927408,49,0.03598952038709752
2927408,50,0.00105387882750844
2927408,51,8.609598413488415e-4
2927408,52,0.009811683128837373
2927408,53,0.005048459707677035
2927408,55,0.009568897140479033
2927408,56,0.03262080568666108
2927408,58,0.002149485518590907
2927408,59,5.259308543374242e-4
2927408,60,0.001742348612320824
2927408,61,0.003136157925263393
2927408,62,0.006097737108261649
2927408,63,0.002612668370136335
2927408,64,0.012994946290366707
2927408,65,0.0020854622049355466
2927408,66,0.0024040575685507436
2927408,68,0.003020370841303656
2927408,69,0.00429846974322467
2927408,70,0.0037198718554207946
2927408,71,0.005613094607439532
2927408,72,0.0017382501887361907
2927408,73,0.0013914391656366558
2927408,74,0.0038097656361928607
2927408,75,1.1644648922966903e-4
2927408,77,0.0043869419997476225
2927408,78,0.020890633070689647
2927408,79,0.0024149364674219027
2927408,80,0.01100046693019035
2927408,81,0.03878630726465484
2927408,82,0.028475859400235393
2927408,84,0.2063689616218356
2927408,85,0.04954615467447069
2927408,86,0.055728092468216466
2927408,87,0.004339190310094895
2927408,88,0.002756688053539138
2927408,90,7.677546128554183e-4
2927408,91,1.5139276932328496e-4
2927408,92,1.0126445469296608e-4
2927408,93,0.0036219987507042145
2927408,94,0.02651501846576946
2927408,95,0.0025610733329022306
2927408,96,0.007124617376165884
2927408,97,9.352665728590189e-5
2927408,99,6.629597837518129e-5
3106200,00,0.015420022967410183
3106200,01,0.004482292115167814
3106200,02,2.721268554603286e-4
3106200,03,6.204229456584588e-5
3106200,05,1.2862261929269452e-6
3106200,06,5.9599956008883544e-06
3106200,07,0.0011163700847958685
3106200,08,3.406677443990844e-4
3106200,09,9.62915149733198e-5
3106200,10,0.005961976493920065
3106200,11,0.0011270162810627974
3106200,13,0.001621357795876921
3106200,14,0.006436624802049021
3106200,15,0.002137196129638155
3106200,16,3.3500876045125603e-4
3106200,17,0.0010431847843927753
3106200,18,0.002524137964712809
3106200,19,4.0843194605322927e-5
3106200,20,0.001722445039891406
3106200,21,6.584877389408237e-4
3106200,22,0.0025484651609940204
3106200,23,0.0017491112707970278
3106200,24,0.006566700383277186
3106200,25,0.004662626327722814
3106200,26,0.0015631837215764968
3106200,27,0.0014406513309792137
3106200,28,0.002027715257961782
3106200,29,0.0023289557872241433
3106200,30,3.564820501806238e-5
3106200,31,0.0019389761583835196
